cause_event_type,effect_event_type,count
Manufacturing,Supply,1
Commitment,Presence,1
GetReady,Action,1
Coming_to_believe,Expressing_publicly,1
Coming_to_believe,Change,1
Manufacturing,Military_operation,1
Change,Expressing_publicly,1
Assistance,Cause_change_of_strength,1
Military_operation,Filling,1
Bearing_arms,Hostile_encounter,1
Competition,Rewards_and_punishments,1
Scrutiny,Attack,1
Besieging,Arrest,1
Publishing,Cause_to_be_included,1
Commitment,Change,1
Commitment,Request,1
Commitment,Name_conferral,1
Manufacturing,Dispersal,1
Communication,Damaging,1
Filling,Reporting,1
Dispersal,Escaping,1
Coming_to_be,Limiting,1
Bearing_arms,Getting,1
Agree_or_refuse_to_act,Getting,1
Bearing_arms,Recording,1
Getting,Sign_agreement,1
Resolve_problem,Becoming,1
Collaboration,Sign_agreement,1
Collaboration,Change,1
Communication,Hold,1
Assistance,Social_event,1
Judgment_communication,Quarreling,1
Process_end,Releasing,1
Request,Change_event_time,1
Change_event_time,Judgment_communication,1
Change,Arrest,1
Coming_to_believe,Arrest,1
Legal_rulings,Coming_to_believe,1
Becoming_a_member,Removing,1
Judgment_communication,Coming_to_believe,1
Convincing,Arrest,1
Expressing_publicly,Reveal_secret,1
Deciding,Arranging,1
Request,Collaboration,1
Scrutiny,Preventing_or_letting,1
Self_motion,Filling,1
Filling,Recovering,1
Social_event,Arriving,1
Cause_change_of_strength,Rewards_and_punishments,1
Know,Expansion,1
Cause_change_of_strength,Surrendering,1
Cause_to_be_included,Becoming,1
Besieging,Agree_or_refuse_to_act,1
Convincing,Hostile_encounter,1
Hold,Convincing,1
Giving,Creating,1
Hindering,Sending,1
Besieging,Action,1
Coming_to_believe,Cause_change_of_strength,1
Death,Filling,1
Coming_to_believe,Arriving,1
Response,Use_firearm,1
Come_together,Assistance,1
Convincing,Hiding_objects,1
Limiting,Creating,1
Preventing_or_letting,Limiting,1
Motion,Limiting,1
Cause_to_be_included,Preventing_or_letting,1
Statement,Wearing,1
Motion_directional,Quarreling,1
Motion_directional,Writing,1
Supply,Expressing_publicly,1
Expend_resource,Giving,1
Supporting,Commerce_pay,1
Reforming_a_system,Escaping,1
Building,Military_operation,1
Hindering,Hiding_objects,1
Statement,Warning,1
Statement,Getting,1
Connect,Use_firearm,1
Patrolling,Achieve,1
Change,Connect,1
Arriving,Collaboration,1
Connect,Recovering,1
Recording,Temporary_stay,1
Competition,Commerce_pay,1
Process_end,Supporting,1
Recovering,Body_movement,1
Change_event_time,Conquering,1
Bringing,Change,1
Bringing,Cause_to_amalgamate,1
Cause_change_of_position_on_a_scale,Cause_to_amalgamate,1
Cause_to_amalgamate,Change,1
Hindering,Emptying,1
Escaping,Emptying,1
Departing,Building,1
Departing,Carry_goods,1
Catastrophe,Commerce_sell,1
Sending,Commerce_sell,1
Name_conferral,Commerce_sell,1
Manufacturing,Control,1
Know,Protest,1
Limiting,Getting,1
Presence,Change_event_time,1
Change_of_leadership,GiveUp,1
GiveUp,Bringing,1
Assistance,Action,1
Statement,Bringing,1
Placing,Social_event,1
Change_of_leadership,Action,1
Emptying,Motion,1
Dispersal,Emptying,1
Come_together,Placing,1
Dispersal,Deciding,1
Come_together,Hold,1
Reporting,Besieging,1
Besieging,Damaging,1
Reporting,Death,1
Reporting,Damaging,1
Reporting,Protest,1
Destroying,Besieging,1
Destroying,Protest,1
Reporting,Killing,1
Killing,Coming_to_believe,1
Self_motion,Manufacturing,1
Communication,Publishing,1
Communication,Process_start,1
Departing,Removing,1
Arriving,Education_teaching,1
Connect,Process_start,1
Supporting,Removing,1
Supporting,Arriving,1
Escaping,Creating,1
Connect,Creating,1
Request,Carry_goods,1
Cause_change_of_strength,Placing,1
Commitment,Coming_to_believe,1
Expend_resource,Coming_to_believe,1
Expend_resource,Social_event,1
Connect,Body_movement,1
GetReady,Judgment_communication,1
Deciding,Competition,1
Supply,Assistance,1
Rescuing,Change_event_time,1
Committing_crime,Recording,1
Escaping,Cure,1
Publishing,Catastrophe,1
Terrorism,Come_together,1
Placing,Terrorism,1
Cause_to_make_progress,Placing,1
Cause_to_make_progress,Hold,1
Cause_to_make_progress,Receiving,1
Motion,Education_teaching,1
Traveling,Reveal_secret,1
Perception_active,Killing,1
Change_sentiment,Coming_to_believe,1
Coming_to_believe,Communication,1
Use_firearm,Hold,1
Killing,Becoming_a_member,1
Assistance,Publishing,1
Supply,Death,1
Supply,Scrutiny,1
Expansion,Damaging,1
Reporting,Process_start,1
Reporting,Surrounding,1
Hostile_encounter,Connect,1
Expansion,Connect,1
Coming_to_believe,Emptying,1
Receiving,Motion_directional,1
Preserving,Patrolling,1
Preserving,Besieging,1
Social_event,Manufacturing,1
Process_start,Reveal_secret,1
Competition,GetReady,1
Conquering,Surrounding,1
Escaping,Surrounding,1
Achieve,Deciding,1
Destroying,Publishing,1
Cause_to_be_included,Damaging,1
Request,Bearing_arms,1
Body_movement,Cause_change_of_strength,1
Control,Hiding_objects,1
Perception_active,Process_start,1
Motion,Preserving,1
Being_in_operation,Temporary_stay,1
Arriving,Check,1
Choosing,Motion_directional,1
Check,Coming_to_be,1
Check,Preventing_or_letting,1
Request,Coming_to_be,1
Hindering,Attack,1
Hindering,Resolve_problem,1
Writing,Escaping,1
Rescuing,Destroying,1
Surrendering,Rescuing,1
Body_movement,Agree_or_refuse_to_act,1
Presence,Having_or_lacking_access,1
Action,Influence,1
Judgment_communication,Recovering,1
Control,Choosing,1
Change_of_leadership,Violence,1
Self_motion,Violence,1
Violence,Choosing,1
Process_end,Publishing,1
Sign_agreement,Statement,1
Sign_agreement,Know,1
Achieve,Process_start,1
Limiting,Process_start,1
Control,Manufacturing,1
Limiting,Achieve,1
Escaping,Damaging,1
Besieging,Statement,1
GiveUp,Damaging,1
Confronting_problem,GiveUp,1
Carry_goods,Motion_directional,1
Carry_goods,Hindering,1
Carry_goods,Military_operation,1
Catastrophe,Education_teaching,1
Expressing_publicly,Catastrophe,1
GetReady,Damaging,1
GetReady,Dispersal,1
Education_teaching,Choosing,1
Killing,Defending,1
Social_event,Award,1
Publishing,Getting,1
Publishing,Award,1
Cause_to_be_included,Arranging,1
Creating,Rewards_and_punishments,1
Violence,Rewards_and_punishments,1
Receiving,Cause_to_make_progress,1
Hiding_objects,Emptying,1
Cause_change_of_position_on_a_scale,Confronting_problem,1
Action,Hindering,1
Supply,Action,1
Publishing,Arriving,1
Supply,Process_end,1
Supply,Hostile_encounter,1
Bringing,Attack,1
Bearing_arms,Attack,1
Bearing_arms,Defending,1
Building,Commerce_sell,1
Arranging,Surrounding,1
Arranging,Connect,1
Commerce_sell,Coming_to_believe,1
Commerce_sell,Bringing,1
Collaboration,Preventing_or_letting,1
Cause_change_of_strength,Warning,1
Emptying,Attack,1
Criminal_investigation,Employment,1
Statement,Resolve_problem,1
Statement,Social_event,1
Name_conferral,Becoming_a_member,1
Name_conferral,Arranging,1
Recording,Expansion,1
Name_conferral,Action,1
Supply,Cause_to_make_progress,1
Name_conferral,Assistance,1
Coming_to_be,Cure,1
Commitment,Cause_change_of_strength,1
Defending,Receiving,1
Defending,Criminal_investigation,1
Being_in_operation,Emptying,1
Expend_resource,Emptying,1
Cause_change_of_position_on_a_scale,Manufacturing,1
Bodily_harm,Terrorism,1
Confronting_problem,Assistance,1
Quarreling,Change,1
Hostile_encounter,Check,1
Check,Creating,1
Recording,Becoming,1
Expressing_publicly,Check,1
Expressing_publicly,Cause_to_be_included,1
Commerce_sell,Agree_or_refuse_to_act,1
Creating,Forming_relationships,1
Motion_directional,Check,1
Cause_to_make_progress,Change_event_time,1
Escaping,Coming_to_believe,1
Cause_to_make_progress,Openness,1
Attack,Forming_relationships,1
Emptying,Death,1
Emptying,Reporting,1
Influence,Know,1
Emptying,Bodily_harm,1
Supporting,Response,1
Giving,Coming_to_be,1
Military_operation,Convincing,1
Placing,Departing,1
Achieve,Catastrophe,1
Hindering,Giving,1
Process_start,Protest,1
Commerce_pay,Judgment_communication,1
Emptying,Know,1
Collaboration,Response,1
Destroying,Commerce_sell,1
Military_operation,Reveal_secret,1
Bringing,Filling,1
Temporary_stay,Cause_change_of_strength,1
Judgment_communication,Defending,1
Sign_agreement,Conquering,1
Come_together,Check,1
Defending,Damaging,1
Sending,Presence,1
Response,Becoming,1
GiveUp,Arriving,1
GiveUp,Come_together,1
Resolve_problem,Cause_change_of_position_on_a_scale,1
Resolve_problem,Killing,1
Change,Recording,1
Forming_relationships,Forming_relationships,1
Reporting,Agree_or_refuse_to_act,1
Recording,Sending,1
Bringing,Hold,1
Violence,Publishing,1
Coming_to_be,Hiding_objects,1
Bringing,Preserving,1
Besieging,Preserving,1
Perception_active,Cause_to_be_included,1
Perception_active,Rescuing,1
Bringing,Defending,1
Conquering,Traveling,1
GetReady,Resolve_problem,1
Action,Departing,1
Cause_to_amalgamate,Killing,1
Cause_to_amalgamate,Bodily_harm,1
Emptying,Change,1
Emptying,Preventing_or_letting,1
Cause_to_amalgamate,Presence,1
Committing_crime,Creating,1
Action,Competition,1
Cause_change_of_strength,Control,1
Quarreling,Earnings_and_losses,1
Connect,Filling,1
Social_event,Warning,1
Sending,Becoming,1
Sending,Escaping,1
Cause_to_make_progress,Emptying,1
Cause_to_make_progress,Filling,1
Dispersal,Surrounding,1
Motion,Surrounding,1
Commerce_sell,Recording,1
Becoming_a_member,Social_event,1
Response,Resolve_problem,1
Placing,Publishing,1
Removing,Departing,1
Temporary_stay,Deciding,1
Killing,Presence,1
Recording,Judgment_communication,1
Filling,Judgment_communication,1
Manufacturing,Judgment_communication,1
Supply,Judgment_communication,1
Expressing_publicly,Openness,1
Earnings_and_losses,Supply,1
Surrendering,Preserving,1
Deciding,Temporary_stay,1
Earnings_and_losses,Agree_or_refuse_to_act,1
Earnings_and_losses,Choosing,1
Employment,Process_start,1
Scrutiny,GetReady,1
Know,GetReady,1
Publishing,Dispersal,1
Motion,Being_in_operation,1
Temporary_stay,Cause_change_of_position_on_a_scale,1
Perception_active,Response,1
Preserving,Cause_change_of_position_on_a_scale,1
Cause_change_of_strength,Preserving,1
Sign_agreement,Cause_change_of_strength,1
Conquering,Hiding_objects,1
Communication,Cause_change_of_strength,1
Process_end,Name_conferral,1
Name_conferral,Cause_to_make_progress,1
Coming_to_be,Legality,1
Bringing,Come_together,1
Come_together,Commitment,1
Cause_to_be_included,Catastrophe,1
Cause_to_be_included,Departing,1
Cause_to_be_included,Motion,1
Escaping,GetReady,1
Creating,Convincing,1
Convincing,Preserving,1
Creating,Legal_rulings,1
Hold,Committing_crime,1
Bringing,Receiving,1
Bringing,Rewards_and_punishments,1
Bringing,Coming_to_believe,1
Sending,Arrest,1
Bringing,Committing_crime,1
Change_sentiment,Preventing_or_letting,1
Employment,Damaging,1
Placing,Emptying,1
Bringing,Bringing,1
Arriving,Body_movement,1
Name_conferral,Cause_change_of_position_on_a_scale,1
Achieve,GiveUp,1
Cause_to_amalgamate,Supply,1
Cause_to_amalgamate,Use_firearm,1
Expansion,Agree_or_refuse_to_act,1
Cause_change_of_strength,Bringing,1
Sending,Coming_to_be,1
Expansion,Come_together,1
Expansion,Cause_to_amalgamate,1
Expansion,Sending,1
Attack,Surrounding,1
Defending,Placing,1
Cause_to_amalgamate,Come_together,1
Surrounding,Getting,1
Expansion,Choosing,1
Choosing,Sending,1
Quarreling,Committing_crime,1
Quarreling,Criminal_investigation,1
Quarreling,Arrest,1
Quarreling,Motion,1
Criminal_investigation,Committing_crime,1
Quarreling,Judgment_communication,1
Damaging,Convincing,1
Damaging,Communication,1
Damaging,Scrutiny,1
Killing,Receiving,1
Receiving,Supply,1
Scrutiny,Response,1
Perception_active,Social_event,1
Carry_goods,Bringing,1
Recovering,Filling,1
Getting,Name_conferral,1
Hold,Forming_relationships,1
Social_event,Forming_relationships,1
Agree_or_refuse_to_act,Telling,1
Influence,Being_in_operation,1
Communication,Cause_to_amalgamate,1
Judgment_communication,Response,1
Receiving,Killing,1
Receiving,Bodily_harm,1
Change,Arranging,1
Change,GiveUp,1
Statement,Writing,1
Request,Change_sentiment,1
Change_sentiment,Arriving,1
Change_sentiment,Writing,1
Creating,Change_sentiment,1
Creating,Writing,1
Military_operation,Communication,1
Dispersal,Sign_agreement,1
Expressing_publicly,Agree_or_refuse_to_act,1
Influence,Agree_or_refuse_to_act,1
Terrorism,Process_end,1
Terrorism,Getting,1
Terrorism,Preventing_or_letting,1
Releasing,Change_sentiment,1
Surrounding,Hindering,1
Social_event,Use_firearm,1
Employment,Arranging,1
Social_event,Filling,1
Death,Employment,1
Writing,Placing,1
Defending,Becoming_a_member,1
Achieve,Placing,1
Removing,Cause_change_of_strength,1
Agree_or_refuse_to_act,Arranging,1
Statement,Expansion,1
Statement,Arranging,1
Scrutiny,Connect,1
Traveling,Resolve_problem,1
Killing,Sign_agreement,1
Bodily_harm,Rewards_and_punishments,1
Arriving,Reveal_secret,1
Motion_directional,Reveal_secret,1
Check,Conquering,1
Cause_to_make_progress,Warning,1
Receiving,Process_start,1
Escaping,Legality,1
Bearing_arms,Cause_to_be_included,1
Bearing_arms,Change_of_leadership,1
Commitment,Action,1
Assistance,GetReady,1
Arrest,Attack,1
Assistance,Cause_to_make_progress,1
Assistance,Killing,1
Motion,GetReady,1
Assistance,Damaging,1
Arrest,Process_end,1
Assistance,Arrest,1
Scrutiny,Creating,1
Telling,Rescuing,1
Body_movement,Departing,1
Telling,Departing,1
Hindering,Body_movement,1
Body_movement,Self_motion,1
Telling,Body_movement,1
Being_in_operation,Recovering,1
Being_in_operation,Scrutiny,1
Death,Use_firearm,1
Reporting,Motion,1
Becoming,Use_firearm,1
Reporting,Giving,1
Choosing,Writing,1
Arranging,Temporary_stay,1
Control,Know,1
Escaping,Catastrophe,1
Control,Dispersal,1
Conquering,Come_together,1
Motion,Terrorism,1
Achieve,Change_of_leadership,1
Traveling,Motion_directional,1
Deciding,Motion_directional,1
Telling,Giving,1
Telling,Dispersal,1
Traveling,Deciding,1
Deciding,Telling,1
Placing,Giving,1
Telling,Motion_directional,1
Deciding,Placing,1
Traveling,Dispersal,1
Process_end,Hindering,1
Hindering,Action,1
Traveling,Telling,1
Recovering,Cause_change_of_position_on_a_scale,1
Filling,Earnings_and_losses,1
Education_teaching,Motion_directional,1
Education_teaching,Arriving,1
Education_teaching,Escaping,1
Bodily_harm,Motion_directional,1
Resolve_problem,Emptying,1
Presence,Emptying,1
Commitment,Emptying,1
Becoming,Commerce_sell,1
Terrorism,Cause_change_of_position_on_a_scale,1
Earnings_and_losses,Committing_crime,1
Giving,Escaping,1
Change_event_time,Giving,1
Sign_agreement,Removing,1
Becoming,Choosing,1
Cause_to_amalgamate,Dispersal,1
Preserving,Dispersal,1
Rescuing,Giving,1
Escaping,Cause_to_make_progress,1
Control,Education_teaching,1
Request,Competition,1
Check,Cause_to_amalgamate,1
Expressing_publicly,Manufacturing,1
Action,Besieging,1
Bringing,Besieging,1
Assistance,Know,1
Use_firearm,Besieging,1
Coming_to_believe,GiveUp,1
Receiving,Competition,1
Sign_agreement,Manufacturing,1
Telling,Getting,1
Becoming_a_member,Creating,1
Change,Becoming_a_member,1
Motion_directional,Action,1
Criminal_investigation,Hindering,1
Control,Emptying,1
Agree_or_refuse_to_act,Openness,1
GiveUp,Receiving,1
Besieging,Creating,1
GiveUp,Process_start,1
Conquering,Receiving,1
Preventing_or_letting,Legality,1
Supply,Collaboration,1
Getting,Resolve_problem,1
Supporting,Assistance,1
Limiting,Know,1
Recording,Check,1
Building,Deciding,1
Self_motion,Name_conferral,1
Education_teaching,Conquering,1
Escaping,Competition,1
Supporting,Motion,1
Supporting,Damaging,1
GiveUp,Supporting,1
Request,Resolve_problem,1
Manufacturing,Attack,1
Supply,Supply,1
Request,Sign_agreement,1
Creating,Dispersal,1
Damaging,Confronting_problem,1
Death,Catastrophe,1
Expansion,Self_motion,1
Expansion,Getting,1
Expansion,Catastrophe,1
Reporting,Change_event_time,1
Reporting,Catastrophe,1
Check,Deciding,1
Action,Reporting,1
Giving,Becoming,1
Award,Agree_or_refuse_to_act,1
Award,Departing,1
Expansion,Judgment_communication,1
Receiving,Giving,1
Damaging,Name_conferral,1
Bearing_arms,Killing,1
Bearing_arms,Earnings_and_losses,1
Change,Bearing_arms,1
Change,Death,1
Sending,Check,1
Bearing_arms,Agree_or_refuse_to_act,1
Confronting_problem,Rescuing,1
Departing,Coming_to_be,1
Response,Expansion,1
Defending,Destroying,1
Response,Social_event,1
Giving,Bodily_harm,1
Giving,Earnings_and_losses,1
Communication,Creating,1
Manufacturing,Social_event,1
Manufacturing,Arranging,1
Perception_active,Criminal_investigation,1
Perception_active,Influence,1
Telling,Influence,1
Telling,Criminal_investigation,1
Come_together,Recording,1
Perception_active,Self_motion,1
Come_together,Forming_relationships,1
Hindering,Agree_or_refuse_to_act,1
Building,Hold,1
Cause_change_of_position_on_a_scale,Openness,1
Warning,GetReady,1
Besieging,Presence,1
Openness,Process_start,1
Damaging,Expansion,1
Change,GetReady,1
Change,Besieging,1
Getting,Supply,1
Motion,Writing,1
Hindering,Recovering,1
Hindering,Getting,1
Hindering,Protest,1
Departing,Sending,1
Being_in_operation,Conquering,1
Giving,Come_together,1
Connect,Killing,1
Surrounding,Arriving,1
Connect,Arriving,1
Use_firearm,Dispersal,1
Confronting_problem,Motion,1
Supporting,Rescuing,1
Supporting,Catastrophe,1
Supply,Motion_directional,1
Motion_directional,Placing,1
Supply,Social_event,1
Placing,Change_sentiment,1
Openness,Supporting,1
Use_firearm,Social_event,1
Use_firearm,Supporting,1
Action,Becoming_a_member,1
Destroying,Temporary_stay,1
Defending,Award,1
Becoming_a_member,Attack,1
Removing,Placing,1
Award,Process_end,1
Communication,Supply,1
Expressing_publicly,Besieging,1
Emptying,Motion_directional,1
Control,Releasing,1
Social_event,Sign_agreement,1
Receiving,Quarreling,1
Criminal_investigation,Giving,1
Criminal_investigation,Dispersal,1
Change_event_time,Deciding,1
Change_event_time,Temporary_stay,1
Receiving,Building,1
Confronting_problem,Motion_directional,1
Confronting_problem,Cause_to_make_progress,1
Cause_to_make_progress,Motion_directional,1
Warning,Request,1
Preventing_or_letting,Competition,1
GiveUp,Departing,1
Reveal_secret,Escaping,1
Terrorism,Catastrophe,1
Terrorism,Response,1
Request,GiveUp,1
Request,Name_conferral,1
Request,Convincing,1
Action,Convincing,1
Hindering,Manufacturing,1
Removing,Supporting,1
Competition,Violence,1
Emptying,Arranging,1
Competition,Protest,1
Emptying,Communication,1
Hindering,Judgment_communication,1
Violence,Supporting,1
Emptying,Come_together,1
Preventing_or_letting,Becoming_a_member,1
Supply,Change_event_time,1
Receiving,Change_event_time,1
Hindering,Temporary_stay,1
Hindering,Surrendering,1
Surrendering,Temporary_stay,1
Manufacturing,Giving,1
Sign_agreement,Arranging,1
