cause_event_type,effect_event_type,count,pct_all_causal_relations,pct_of_cause_type
Motion,Preserving,1,0.0019,0.0771
Being_in_operation,Temporary_stay,1,0.0019,0.8000
Arriving,Check,1,0.0019,0.1328
Choosing,Motion_directional,1,0.0019,0.3472
Check,Coming_to_be,1,0.0019,1.6393
Check,Preventing_or_letting,1,0.0019,1.6393
Request,Coming_to_be,1,0.0019,0.2188
Hindering,Attack,1,0.0019,1.2500
Hindering,Resolve_problem,1,0.0019,1.2500
Writing,Escaping,1,0.0019,4.1667
Rescuing,Destroying,1,0.0019,2.5641
Surrendering,Rescuing,1,0.0019,1.1364
Body_movement,Agree_or_refuse_to_act,1,0.0019,1.1236
Presence,Having_or_lacking_access,1,0.0019,0.1764
Action,Influence,1,0.0019,0.2695
Judgment_communication,Recovering,1,0.0019,0.4065
Control,Choosing,1,0.0019,0.2809
Change_of_leadership,Violence,1,0.0019,0.1770
Self_motion,Violence,1,0.0019,0.1328
Violence,Choosing,1,0.0019,0.2299
Process_end,Publishing,1,0.0019,0.3472
Sign_agreement,Statement,1,0.0019,0.6135
Sign_agreement,Know,1,0.0019,0.6135
Achieve,Process_start,1,0.0019,2.2222
Limiting,Process_start,1,0.0019,7.1429
Control,Manufacturing,1,0.0019,0.2809
Limiting,Achieve,1,0.0019,7.1429
Escaping,Damaging,1,0.0019,0.2899
Besieging,Statement,1,0.0019,0.3788
GiveUp,Damaging,1,0.0019,1.6393
Confronting_problem,GiveUp,1,0.0019,1.3699
Carry_goods,Motion_directional,1,0.0019,6.2500
Carry_goods,Hindering,1,0.0019,6.2500
Carry_goods,Military_operation,1,0.0019,6.2500
Catastrophe,Education_teaching,1,0.0019,0.0090
Expressing_publicly,Catastrophe,1,0.0019,0.4065
GetReady,Damaging,1,0.0019,2.1739
GetReady,Dispersal,1,0.0019,2.1739
Education_teaching,Choosing,1,0.0019,1.4925
Killing,Defending,1,0.0019,0.1026
Social_event,Award,1,0.0019,0.0783
Publishing,Getting,1,0.0019,0.8772
Publishing,Award,1,0.0019,0.8772
Cause_to_be_included,Arranging,1,0.0019,2.9412
Creating,Rewards_and_punishments,1,0.0019,0.1715
Violence,Rewards_and_punishments,1,0.0019,0.2299
Receiving,Cause_to_make_progress,1,0.0019,1.0638
Hiding_objects,Emptying,1,0.0019,4.1667
Cause_change_of_position_on_a_scale,Confronting_problem,1,0.0019,0.2571
Action,Hindering,1,0.0019,0.2695
Supply,Action,1,0.0019,0.8929
Publishing,Arriving,1,0.0019,0.8772
Supply,Process_end,1,0.0019,0.8929
Supply,Hostile_encounter,1,0.0019,0.8929
Bringing,Attack,1,0.0019,0.7519
Bearing_arms,Attack,1,0.0019,7.1429
Bearing_arms,Defending,1,0.0019,7.1429
Building,Commerce_sell,1,0.0019,0.7752
Arranging,Surrounding,1,0.0019,0.1311
Arranging,Connect,1,0.0019,0.1311
Commerce_sell,Coming_to_believe,1,0.0019,1.4706
Commerce_sell,Bringing,1,0.0019,1.4706
Collaboration,Preventing_or_letting,1,0.0019,4.1667
Cause_change_of_strength,Warning,1,0.0019,0.2532
Emptying,Attack,1,0.0019,2.5000
Criminal_investigation,Employment,1,0.0019,0.8403
Statement,Resolve_problem,1,0.0019,0.5291
Statement,Social_event,1,0.0019,0.5291
Name_conferral,Becoming_a_member,1,0.0019,3.5714
Name_conferral,Arranging,1,0.0019,3.5714
Recording,Expansion,1,0.0019,2.2222
Name_conferral,Action,1,0.0019,3.5714
Supply,Cause_to_make_progress,1,0.0019,0.8929
Name_conferral,Assistance,1,0.0019,3.5714
Coming_to_be,Cure,1,0.0019,0.0280
Commitment,Cause_change_of_strength,1,0.0019,2.1739
Defending,Receiving,1,0.0019,0.3096
Defending,Criminal_investigation,1,0.0019,0.3096
Being_in_operation,Emptying,1,0.0019,0.8000
Expend_resource,Emptying,1,0.0019,1.8182
Cause_change_of_position_on_a_scale,Manufacturing,1,0.0019,0.2571
Bodily_harm,Terrorism,1,0.0019,0.3125
Confronting_problem,Assistance,1,0.0019,1.3699
Quarreling,Change,1,0.0019,0.9091
Hostile_encounter,Check,1,0.0019,0.0320
Check,Creating,1,0.0019,1.6393
Recording,Becoming,1,0.0019,2.2222
Expressing_publicly,Check,1,0.0019,0.4065
Expressing_publicly,Cause_to_be_included,1,0.0019,0.4065
Commerce_sell,Agree_or_refuse_to_act,1,0.0019,1.4706
Creating,Forming_relationships,1,0.0019,0.1715
Motion_directional,Check,1,0.0019,0.2817
Cause_to_make_progress,Change_event_time,1,0.0019,0.4717
Escaping,Coming_to_believe,1,0.0019,0.2899
Cause_to_make_progress,Openness,1,0.0019,0.4717
Attack,Forming_relationships,1,0.0019,0.0244
Emptying,Death,1,0.0019,2.5000
Emptying,Reporting,1,0.0019,2.5000
Influence,Know,1,0.0019,0.4651
Emptying,Bodily_harm,1,0.0019,2.5000
Supporting,Response,1,0.0019,0.7246
Giving,Coming_to_be,1,0.0019,0.5952
Military_operation,Convincing,1,0.0019,0.1117
Placing,Departing,1,0.0019,0.4016
Achieve,Catastrophe,1,0.0019,2.2222
Hindering,Giving,1,0.0019,1.2500
Process_start,Protest,1,0.0019,0.0766
Commerce_pay,Judgment_communication,1,0.0019,3.5714
Emptying,Know,1,0.0019,2.5000
Collaboration,Response,1,0.0019,4.1667
Destroying,Commerce_sell,1,0.0019,0.2119
Military_operation,Reveal_secret,1,0.0019,0.1117
Bringing,Filling,1,0.0019,0.7519
Temporary_stay,Cause_change_of_strength,1,0.0019,2.0833
Judgment_communication,Defending,1,0.0019,0.4065
Sign_agreement,Conquering,1,0.0019,0.6135
Come_together,Check,1,0.0019,0.4608
Defending,Damaging,1,0.0019,0.3096
Sending,Presence,1,0.0019,0.3745
Response,Becoming,1,0.0019,0.6329
GiveUp,Arriving,1,0.0019,1.6393
GiveUp,Come_together,1,0.0019,1.6393
Resolve_problem,Cause_change_of_position_on_a_scale,1,0.0019,3.5714
Resolve_problem,Killing,1,0.0019,3.5714
Change,Recording,1,0.0019,0.4255
Forming_relationships,Forming_relationships,1,0.0019,2.1277
Reporting,Agree_or_refuse_to_act,1,0.0019,2.3810
Recording,Sending,1,0.0019,2.2222
Bringing,Hold,1,0.0019,0.7519
Violence,Publishing,1,0.0019,0.2299
Coming_to_be,Hiding_objects,1,0.0019,0.0280
Bringing,Preserving,1,0.0019,0.7519
Besieging,Preserving,1,0.0019,0.3788
Perception_active,Cause_to_be_included,1,0.0019,1.1236
Perception_active,Rescuing,1,0.0019,1.1236
Bringing,Defending,1,0.0019,0.7519
Conquering,Traveling,1,0.0019,0.1304
GetReady,Resolve_problem,1,0.0019,2.1739
Action,Departing,1,0.0019,0.2695
Cause_to_amalgamate,Killing,1,0.0019,0.7752
Cause_to_amalgamate,Bodily_harm,1,0.0019,0.7752
Emptying,Change,1,0.0019,2.5000
Emptying,Preventing_or_letting,1,0.0019,2.5000
Cause_to_amalgamate,Presence,1,0.0019,0.7752
Committing_crime,Creating,1,0.0019,0.3636
Action,Competition,1,0.0019,0.2695
Cause_change_of_strength,Control,1,0.0019,0.2532
Quarreling,Earnings_and_losses,1,0.0019,0.9091
Connect,Filling,1,0.0019,1.2195
Social_event,Warning,1,0.0019,0.0783
Sending,Becoming,1,0.0019,0.3745
Sending,Escaping,1,0.0019,0.3745
Cause_to_make_progress,Emptying,1,0.0019,0.4717
Cause_to_make_progress,Filling,1,0.0019,0.4717
Dispersal,Surrounding,1,0.0019,1.0526
Motion,Surrounding,1,0.0019,0.0771
Commerce_sell,Recording,1,0.0019,1.4706
Becoming_a_member,Social_event,1,0.0019,1.2346
Response,Resolve_problem,1,0.0019,0.6329
Placing,Publishing,1,0.0019,0.4016
Removing,Departing,1,0.0019,0.5236
Temporary_stay,Deciding,1,0.0019,2.0833
Killing,Presence,1,0.0019,0.1026
Recording,Judgment_communication,1,0.0019,2.2222
Filling,Judgment_communication,1,0.0019,2.1739
Manufacturing,Judgment_communication,1,0.0019,0.7407
Supply,Judgment_communication,1,0.0019,0.8929
Expressing_publicly,Openness,1,0.0019,0.4065
Earnings_and_losses,Supply,1,0.0019,0.3058
Surrendering,Preserving,1,0.0019,1.1364
Deciding,Temporary_stay,1,0.0019,0.5181
Earnings_and_losses,Agree_or_refuse_to_act,1,0.0019,0.3058
Earnings_and_losses,Choosing,1,0.0019,0.3058
Employment,Process_start,1,0.0019,2.3810
Scrutiny,GetReady,1,0.0019,1.1364
Know,GetReady,1,0.0019,0.3236
Publishing,Dispersal,1,0.0019,0.8772
Motion,Being_in_operation,1,0.0019,0.0771
Temporary_stay,Cause_change_of_position_on_a_scale,1,0.0019,2.0833
Perception_active,Response,1,0.0019,1.1236
Preserving,Cause_change_of_position_on_a_scale,1,0.0019,5.0000
Cause_change_of_strength,Preserving,1,0.0019,0.2532
Sign_agreement,Cause_change_of_strength,1,0.0019,0.6135
Conquering,Hiding_objects,1,0.0019,0.1304
Communication,Cause_change_of_strength,1,0.0019,0.6369
Process_end,Name_conferral,1,0.0019,0.3472
Name_conferral,Cause_to_make_progress,1,0.0019,3.5714
Coming_to_be,Legality,1,0.0019,0.0280
Bringing,Come_together,1,0.0019,0.7519
Come_together,Commitment,1,0.0019,0.4608
Cause_to_be_included,Catastrophe,1,0.0019,2.9412
Cause_to_be_included,Departing,1,0.0019,2.9412
Cause_to_be_included,Motion,1,0.0019,2.9412
Escaping,GetReady,1,0.0019,0.2899
Creating,Convincing,1,0.0019,0.1715
Convincing,Preserving,1,0.0019,1.0638
Creating,Legal_rulings,1,0.0019,0.1715
Hold,Committing_crime,1,0.0019,0.1631
Bringing,Receiving,1,0.0019,0.7519
Bringing,Rewards_and_punishments,1,0.0019,0.7519
Bringing,Coming_to_believe,1,0.0019,0.7519
Sending,Arrest,1,0.0019,0.3745
Bringing,Committing_crime,1,0.0019,0.7519
Change_sentiment,Preventing_or_letting,1,0.0019,2.6316
Employment,Damaging,1,0.0019,2.3810
Placing,Emptying,1,0.0019,0.4016
Bringing,Bringing,1,0.0019,0.7519
Arriving,Body_movement,1,0.0019,0.1328
Name_conferral,Cause_change_of_position_on_a_scale,1,0.0019,3.5714
Achieve,GiveUp,1,0.0019,2.2222
Cause_to_amalgamate,Supply,1,0.0019,0.7752
Cause_to_amalgamate,Use_firearm,1,0.0019,0.7752
Expansion,Agree_or_refuse_to_act,1,0.0019,1.2987
Cause_change_of_strength,Bringing,1,0.0019,0.2532
Sending,Coming_to_be,1,0.0019,0.3745
Expansion,Come_together,1,0.0019,1.2987
Expansion,Cause_to_amalgamate,1,0.0019,1.2987
Expansion,Sending,1,0.0019,1.2987
Attack,Surrounding,1,0.0019,0.0244
Defending,Placing,1,0.0019,0.3096
Cause_to_amalgamate,Come_together,1,0.0019,0.7752
Surrounding,Getting,1,0.0019,3.0303
Expansion,Choosing,1,0.0019,1.2987
Choosing,Sending,1,0.0019,0.3472
Quarreling,Committing_crime,1,0.0019,0.9091
Quarreling,Criminal_investigation,1,0.0019,0.9091
Quarreling,Arrest,1,0.0019,0.9091
Quarreling,Motion,1,0.0019,0.9091
Criminal_investigation,Committing_crime,1,0.0019,0.8403
Quarreling,Judgment_communication,1,0.0019,0.9091
Damaging,Convincing,1,0.0019,0.4016
Damaging,Communication,1,0.0019,0.4016
Damaging,Scrutiny,1,0.0019,0.4016
Killing,Receiving,1,0.0019,0.1026
Receiving,Supply,1,0.0019,1.0638
Scrutiny,Response,1,0.0019,1.1364
Perception_active,Social_event,1,0.0019,1.1236
Carry_goods,Bringing,1,0.0019,6.2500
Recovering,Filling,1,0.0019,0.9804
Getting,Name_conferral,1,0.0019,0.2959
Hold,Forming_relationships,1,0.0019,0.1631
Social_event,Forming_relationships,1,0.0019,0.0783
Agree_or_refuse_to_act,Telling,1,0.0019,0.3831
Influence,Being_in_operation,1,0.0019,0.4651
Communication,Cause_to_amalgamate,1,0.0019,0.6369
Judgment_communication,Response,1,0.0019,0.4065
Receiving,Killing,1,0.0019,1.0638
Receiving,Bodily_harm,1,0.0019,1.0638
Change,Arranging,1,0.0019,0.4255
Change,GiveUp,1,0.0019,0.4255
Statement,Writing,1,0.0019,0.5291
Request,Change_sentiment,1,0.0019,0.2188
Change_sentiment,Arriving,1,0.0019,2.6316
Change_sentiment,Writing,1,0.0019,2.6316
Creating,Change_sentiment,1,0.0019,0.1715
Creating,Writing,1,0.0019,0.1715
Military_operation,Communication,1,0.0019,0.1117
Dispersal,Sign_agreement,1,0.0019,1.0526
Expressing_publicly,Agree_or_refuse_to_act,1,0.0019,0.4065
Influence,Agree_or_refuse_to_act,1,0.0019,0.4651
Terrorism,Process_end,1,0.0019,0.1754
Terrorism,Getting,1,0.0019,0.1754
Terrorism,Preventing_or_letting,1,0.0019,0.1754
Releasing,Change_sentiment,1,0.0019,2.9412
Surrounding,Hindering,1,0.0019,3.0303
Social_event,Use_firearm,1,0.0019,0.0783
Employment,Arranging,1,0.0019,2.3810
Social_event,Filling,1,0.0019,0.0783
Death,Employment,1,0.0019,0.2128
Writing,Placing,1,0.0019,4.1667
Defending,Becoming_a_member,1,0.0019,0.3096
Achieve,Placing,1,0.0019,2.2222
Removing,Cause_change_of_strength,1,0.0019,0.5236
Agree_or_refuse_to_act,Arranging,1,0.0019,0.3831
Statement,Expansion,1,0.0019,0.5291
Statement,Arranging,1,0.0019,0.5291
Scrutiny,Connect,1,0.0019,1.1364
Traveling,Resolve_problem,1,0.0019,0.0934
Killing,Sign_agreement,1,0.0019,0.1026
Bodily_harm,Rewards_and_punishments,1,0.0019,0.3125
Arriving,Reveal_secret,1,0.0019,0.1328
Motion_directional,Reveal_secret,1,0.0019,0.2817
Check,Conquering,1,0.0019,1.6393
Cause_to_make_progress,Warning,1,0.0019,0.4717
Receiving,Process_start,1,0.0019,1.0638
Escaping,Legality,1,0.0019,0.2899
Bearing_arms,Cause_to_be_included,1,0.0019,7.1429
Bearing_arms,Change_of_leadership,1,0.0019,7.1429
Commitment,Action,1,0.0019,2.1739
Assistance,GetReady,1,0.0019,0.6536
Arrest,Attack,1,0.0019,0.4695
Assistance,Cause_to_make_progress,1,0.0019,0.6536
Assistance,Killing,1,0.0019,0.6536
Motion,GetReady,1,0.0019,0.0771
Assistance,Damaging,1,0.0019,0.6536
Arrest,Process_end,1,0.0019,0.4695
Assistance,Arrest,1,0.0019,0.6536
Scrutiny,Creating,1,0.0019,1.1364
Telling,Rescuing,1,0.0019,2.1277
Body_movement,Departing,1,0.0019,1.1236
Telling,Departing,1,0.0019,2.1277
Hindering,Body_movement,1,0.0019,1.2500
Body_movement,Self_motion,1,0.0019,1.1236
Telling,Body_movement,1,0.0019,2.1277
Being_in_operation,Recovering,1,0.0019,0.8000
Being_in_operation,Scrutiny,1,0.0019,0.8000
Death,Use_firearm,1,0.0019,0.2128
Reporting,Motion,1,0.0019,2.3810
Becoming,Use_firearm,1,0.0019,0.4405
Reporting,Giving,1,0.0019,2.3810
Choosing,Writing,1,0.0019,0.3472
Arranging,Temporary_stay,1,0.0019,0.1311
Control,Know,1,0.0019,0.2809
Escaping,Catastrophe,1,0.0019,0.2899
Control,Dispersal,1,0.0019,0.2809
Conquering,Come_together,1,0.0019,0.1304
Motion,Terrorism,1,0.0019,0.0771
Achieve,Change_of_leadership,1,0.0019,2.2222
Traveling,Motion_directional,1,0.0019,0.0934
Deciding,Motion_directional,1,0.0019,0.5181
Telling,Giving,1,0.0019,2.1277
Telling,Dispersal,1,0.0019,2.1277
Traveling,Deciding,1,0.0019,0.0934
Deciding,Telling,1,0.0019,0.5181
Placing,Giving,1,0.0019,0.4016
Telling,Motion_directional,1,0.0019,2.1277
Deciding,Placing,1,0.0019,0.5181
Traveling,Dispersal,1,0.0019,0.0934
Process_end,Hindering,1,0.0019,0.3472
Hindering,Action,1,0.0019,1.2500
Traveling,Telling,1,0.0019,0.0934
Recovering,Cause_change_of_position_on_a_scale,1,0.0019,0.9804
Filling,Earnings_and_losses,1,0.0019,2.1739
Education_teaching,Motion_directional,1,0.0019,1.4925
Education_teaching,Arriving,1,0.0019,1.4925
Education_teaching,Escaping,1,0.0019,1.4925
Bodily_harm,Motion_directional,1,0.0019,0.3125
Resolve_problem,Emptying,1,0.0019,3.5714
Presence,Emptying,1,0.0019,0.1764
Commitment,Emptying,1,0.0019,2.1739
Becoming,Commerce_sell,1,0.0019,0.4405
Terrorism,Cause_change_of_position_on_a_scale,1,0.0019,0.1754
Earnings_and_losses,Committing_crime,1,0.0019,0.3058
Giving,Escaping,1,0.0019,0.5952
Change_event_time,Giving,1,0.0019,1.4085
Sign_agreement,Removing,1,0.0019,0.6135
Becoming,Choosing,1,0.0019,0.4405
Cause_to_amalgamate,Dispersal,1,0.0019,0.7752
Preserving,Dispersal,1,0.0019,5.0000
Rescuing,Giving,1,0.0019,2.5641
Escaping,Cause_to_make_progress,1,0.0019,0.2899
Control,Education_teaching,1,0.0019,0.2809
Request,Competition,1,0.0019,0.2188
Check,Cause_to_amalgamate,1,0.0019,1.6393
Expressing_publicly,Manufacturing,1,0.0019,0.4065
Action,Besieging,1,0.0019,0.2695
Bringing,Besieging,1,0.0019,0.7519
Assistance,Know,1,0.0019,0.6536
Use_firearm,Besieging,1,0.0019,0.1316
Coming_to_believe,GiveUp,1,0.0019,2.0408
Receiving,Competition,1,0.0019,1.0638
Sign_agreement,Manufacturing,1,0.0019,0.6135
Telling,Getting,1,0.0019,2.1277
Becoming_a_member,Creating,1,0.0019,1.2346
Change,Becoming_a_member,1,0.0019,0.4255
Motion_directional,Action,1,0.0019,0.2817
Criminal_investigation,Hindering,1,0.0019,0.8403
Control,Emptying,1,0.0019,0.2809
Agree_or_refuse_to_act,Openness,1,0.0019,0.3831
GiveUp,Receiving,1,0.0019,1.6393
Besieging,Creating,1,0.0019,0.3788
GiveUp,Process_start,1,0.0019,1.6393
Conquering,Receiving,1,0.0019,0.1304
Preventing_or_letting,Legality,1,0.0019,0.3891
Supply,Collaboration,1,0.0019,0.8929
Getting,Resolve_problem,1,0.0019,0.2959
Supporting,Assistance,1,0.0019,0.7246
Limiting,Know,1,0.0019,7.1429
Recording,Check,1,0.0019,2.2222
Building,Deciding,1,0.0019,0.7752
Self_motion,Name_conferral,1,0.0019,0.1328
Education_teaching,Conquering,1,0.0019,1.4925
Escaping,Competition,1,0.0019,0.2899
Supporting,Motion,1,0.0019,0.7246
Supporting,Damaging,1,0.0019,0.7246
GiveUp,Supporting,1,0.0019,1.6393
Request,Resolve_problem,1,0.0019,0.2188
Manufacturing,Attack,1,0.0019,0.7407
Supply,Supply,1,0.0019,0.8929
Request,Sign_agreement,1,0.0019,0.2188
Creating,Dispersal,1,0.0019,0.1715
Damaging,Confronting_problem,1,0.0019,0.4016
Death,Catastrophe,1,0.0019,0.2128
Expansion,Self_motion,1,0.0019,1.2987
Expansion,Getting,1,0.0019,1.2987
Expansion,Catastrophe,1,0.0019,1.2987
Reporting,Change_event_time,1,0.0019,2.3810
Reporting,Catastrophe,1,0.0019,2.3810
Check,Deciding,1,0.0019,1.6393
Action,Reporting,1,0.0019,0.2695
Giving,Becoming,1,0.0019,0.5952
Award,Agree_or_refuse_to_act,1,0.0019,11.1111
Award,Departing,1,0.0019,11.1111
Expansion,Judgment_communication,1,0.0019,1.2987
Receiving,Giving,1,0.0019,1.0638
Damaging,Name_conferral,1,0.0019,0.4016
Bearing_arms,Killing,1,0.0019,7.1429
Bearing_arms,Earnings_and_losses,1,0.0019,7.1429
Change,Bearing_arms,1,0.0019,0.4255
Change,Death,1,0.0019,0.4255
Sending,Check,1,0.0019,0.3745
Bearing_arms,Agree_or_refuse_to_act,1,0.0019,7.1429
Confronting_problem,Rescuing,1,0.0019,1.3699
Departing,Coming_to_be,1,0.0019,0.4115
Response,Expansion,1,0.0019,0.6329
Defending,Destroying,1,0.0019,0.3096
Response,Social_event,1,0.0019,0.6329
Giving,Bodily_harm,1,0.0019,0.5952
Giving,Earnings_and_losses,1,0.0019,0.5952
Communication,Creating,1,0.0019,0.6369
Manufacturing,Social_event,1,0.0019,0.7407
Manufacturing,Arranging,1,0.0019,0.7407
Perception_active,Criminal_investigation,1,0.0019,1.1236
Perception_active,Influence,1,0.0019,1.1236
Telling,Influence,1,0.0019,2.1277
Telling,Criminal_investigation,1,0.0019,2.1277
Come_together,Recording,1,0.0019,0.4608
Perception_active,Self_motion,1,0.0019,1.1236
Come_together,Forming_relationships,1,0.0019,0.4608
Hindering,Agree_or_refuse_to_act,1,0.0019,1.2500
Building,Hold,1,0.0019,0.7752
Cause_change_of_position_on_a_scale,Openness,1,0.0019,0.2571
Warning,GetReady,1,0.0019,1.3158
Besieging,Presence,1,0.0019,0.3788
Openness,Process_start,1,0.0019,1.2346
Damaging,Expansion,1,0.0019,0.4016
Change,GetReady,1,0.0019,0.4255
Change,Besieging,1,0.0019,0.4255
Getting,Supply,1,0.0019,0.2959
Motion,Writing,1,0.0019,0.0771
Hindering,Recovering,1,0.0019,1.2500
Hindering,Getting,1,0.0019,1.2500
Hindering,Protest,1,0.0019,1.2500
Departing,Sending,1,0.0019,0.4115
Being_in_operation,Conquering,1,0.0019,0.8000
Giving,Come_together,1,0.0019,0.5952
Connect,Killing,1,0.0019,1.2195
Surrounding,Arriving,1,0.0019,3.0303
Connect,Arriving,1,0.0019,1.2195
Use_firearm,Dispersal,1,0.0019,0.1316
Confronting_problem,Motion,1,0.0019,1.3699
Supporting,Rescuing,1,0.0019,0.7246
Supporting,Catastrophe,1,0.0019,0.7246
Supply,Motion_directional,1,0.0019,0.8929
Motion_directional,Placing,1,0.0019,0.2817
Supply,Social_event,1,0.0019,0.8929
Placing,Change_sentiment,1,0.0019,0.4016
Openness,Supporting,1,0.0019,1.2346
Use_firearm,Social_event,1,0.0019,0.1316
Use_firearm,Supporting,1,0.0019,0.1316
Action,Becoming_a_member,1,0.0019,0.2695
Destroying,Temporary_stay,1,0.0019,0.2119
Defending,Award,1,0.0019,0.3096
Becoming_a_member,Attack,1,0.0019,1.2346
Removing,Placing,1,0.0019,0.5236
Award,Process_end,1,0.0019,11.1111
Communication,Supply,1,0.0019,0.6369
Expressing_publicly,Besieging,1,0.0019,0.4065
Emptying,Motion_directional,1,0.0019,2.5000
Control,Releasing,1,0.0019,0.2809
Social_event,Sign_agreement,1,0.0019,0.0783
Receiving,Quarreling,1,0.0019,1.0638
Criminal_investigation,Giving,1,0.0019,0.8403
Criminal_investigation,Dispersal,1,0.0019,0.8403
Change_event_time,Deciding,1,0.0019,1.4085
Change_event_time,Temporary_stay,1,0.0019,1.4085
Receiving,Building,1,0.0019,1.0638
Confronting_problem,Motion_directional,1,0.0019,1.3699
Confronting_problem,Cause_to_make_progress,1,0.0019,1.3699
Cause_to_make_progress,Motion_directional,1,0.0019,0.4717
Warning,Request,1,0.0019,1.3158
Preventing_or_letting,Competition,1,0.0019,0.3891
GiveUp,Departing,1,0.0019,1.6393
Reveal_secret,Escaping,1,0.0019,3.2258
Terrorism,Catastrophe,1,0.0019,0.1754
Terrorism,Response,1,0.0019,0.1754
Request,GiveUp,1,0.0019,0.2188
Request,Name_conferral,1,0.0019,0.2188
Request,Convincing,1,0.0019,0.2188
Action,Convincing,1,0.0019,0.2695
Hindering,Manufacturing,1,0.0019,1.2500
Removing,Supporting,1,0.0019,0.5236
Competition,Violence,1,0.0019,0.0672
Emptying,Arranging,1,0.0019,2.5000
Competition,Protest,1,0.0019,0.0672
Emptying,Communication,1,0.0019,2.5000
Hindering,Judgment_communication,1,0.0019,1.2500
Violence,Supporting,1,0.0019,0.2299
Emptying,Come_together,1,0.0019,2.5000
Preventing_or_letting,Becoming_a_member,1,0.0019,0.3891
Supply,Change_event_time,1,0.0019,0.8929
Receiving,Change_event_time,1,0.0019,1.0638
Hindering,Temporary_stay,1,0.0019,1.2500
Hindering,Surrendering,1,0.0019,1.2500
Surrendering,Temporary_stay,1,0.0019,1.1364
Manufacturing,Giving,1,0.0019,0.7407
Sign_agreement,Arranging,1,0.0019,0.6135
Deciding,Bringing,1,0.0019,0.5181
Arranging,Preserving,1,0.0019,0.1311
Dispersal,Recovering,1,0.0019,1.0526
Hindering,Social_event,1,0.0019,1.2500
Commitment,Judgment_communication,1,0.0019,2.1739
Destroying,Expansion,1,0.0019,0.2119
Cause_to_amalgamate,Motion_directional,1,0.0019,0.7752
Statement,Create_artwork,1,0.0019,0.5291
Becoming_a_member,Agree_or_refuse_to_act,1,0.0019,1.2346
Supply,Arriving,1,0.0019,0.8929
Being_in_operation,Defending,1,0.0019,0.8000
Change_event_time,Arranging,1,0.0019,1.4085
Sign_agreement,Motion,1,0.0019,0.6135
Arriving,Change_event_time,1,0.0019,0.1328
Being_in_operation,Name_conferral,1,0.0019,0.8000
